sampleid	percent	reads	taxon_id	Kingdom	Phylum
NT06PM04	0.012931	840	651137	Archaea	Thaumarchaeota
NT06PM04	0.012623	820	28889	Archaea	Crenarchaeota
NT06PM04	0.003571	232	1655434	Archaea	Candidatus Lokiarchaeota
NT06PM04	0.003371	219	1706441	Archaea	Candidatus Thorarchaeota
NT06PM04	0.002386	155	1801616	Archaea	Candidatus Woesearchaeota
NT06PM04	0.002263	147	1936272	Archaea	Candidatus Heimdallarchaeota
NT06PM04	0.001693	110	1801631	Archaea	Candidatus Micrarchaeota
NT06PM04	0.001385	90	743724	Archaea	Candidatus Aenigmarchaeota
NT06PM04	0.001385	90	2582935	Archaea	Candidatus Altiarchaeota
NT06PM04	0.001232	80	51967	Archaea	Candidatus Korarchaeota
NT06PM04	0.00097	63	1978152	Archaea	Candidatus Marsarchaeota
NT06PM04	0.000724	47	1915410	Archaea	Candidatus Verstraetearchaeota
NT06PM04	0.000369	24	743725	Archaea	Candidatus Diapherotrites
NT06PM04	0.000292	19	192989	Archaea	Nanoarchaeota
NT06PM04	0.0002	13	1935021	Archaea	Candidatus Geothermarchaeota
NT06PM04	0.000123	8	1462422	Archaea	Candidatus Parvarchaeota
NT06PM04	0.000108	7	1935019	Archaea	Candidatus Hydrothermarchaeota
NT06PM04	0.000092	6	1462430	Archaea	Candidatus Nanohaloarchaeota
NT06PM04	0.000046	3	1936271	Archaea	Candidatus Odinarchaeota
NT06PM04	0.000031	2	2546568	Archaea	Candidatus Nezhaarchaeota
NT06PM04	0.000015	1	2582950	Archaea	Candidatus Huberarchaea
NT08PM03	0.094349	6266	28890	Archaea	Euryarchaeota
NT08PM03	0.012031	799	928852	Archaea	Candidatus Bathyarchaeota
NT08PM03	0.010721	712	651137	Archaea	Thaumarchaeota
NT08PM03	0.01051	698	2283796	Archaea	Candidatus Thermoplasmatota
NT08PM03	0.00914	607	28889	Archaea	Crenarchaeota
NT08PM03	0.003373	224	1706441	Archaea	Candidatus Thorarchaeota
NT08PM03	0.002755	183	1655434	Archaea	Candidatus Lokiarchaeota
NT08PM03	0.002078	138	743724	Archaea	Candidatus Aenigmarchaeota
NT08PM03	0.0014	93	1801616	Archaea	Candidatus Woesearchaeota
NT08PM03	0.001385	92	2582935	Archaea	Candidatus Altiarchaeota
NT08PM03	0.00128	85	1936272	Archaea	Candidatus Heimdallarchaeota
NT08PM03	0.001099	73	1801631	Archaea	Candidatus Micrarchaeota
NT08PM03	0.000798	53	51967	Archaea	Candidatus Korarchaeota
NT08PM03	0.000482	32	1915410	Archaea	Candidatus Verstraetearchaeota
NT08PM03	0.000361	24	1978152	Archaea	Candidatus Marsarchaeota
NT08PM03	0.000196	13	192989	Archaea	Nanoarchaeota
NT08PM03	0.000151	10	743725	Archaea	Candidatus Diapherotrites
NT08PM03	0.00009	6	1462422	Archaea	Candidatus Parvarchaeota
NT08PM03	0.00009	6	1935019	Archaea	Candidatus Hydrothermarchaeota
NT08PM03	0.00009	6	1935021	Archaea	Candidatus Geothermarchaeota
NT08PM03	0.000045	3	1462430	Archaea	Candidatus Nanohaloarchaeota
NT08PM03	0.000015	1	1936271	Archaea	Candidatus Odinarchaeota
NT08PM03	0.000015	1	2546568	Archaea	Candidatus Nezhaarchaeota
NT09PM08	0.089132	5929	28890	Archaea	Euryarchaeota
NT09PM08	0.009591	638	928852	Archaea	Candidatus Bathyarchaeota
NT09PM08	0.00917	610	2283796	Archaea	Candidatus Thermoplasmatota
NT09PM08	0.008825	587	651137	Archaea	Thaumarchaeota
NT09PM08	0.007727	514	28889	Archaea	Crenarchaeota
NT09PM08	0.004104	273	1706441	Archaea	Candidatus Thorarchaeota
NT09PM08	0.003322	221	743724	Archaea	Candidatus Aenigmarchaeota
NT09PM08	0.003292	219	1655434	Archaea	Candidatus Lokiarchaeota
NT09PM08	0.002165	144	1936272	Archaea	Candidatus Heimdallarchaeota
NT09PM08	0.001609	107	2582935	Archaea	Candidatus Altiarchaeota
NT09PM08	0.001203	80	1801616	Archaea	Candidatus Woesearchaeota
NT09PM08	0.000992	66	1801631	Archaea	Candidatus Micrarchaeota
NT09PM08	0.000782	52	51967	Archaea	Candidatus Korarchaeota
NT09PM08	0.000286	19	1978152	Archaea	Candidatus Marsarchaeota
NT09PM08	0.00021	14	1462430	Archaea	Candidatus Nanohaloarchaeota
NT09PM08	0.00018	12	1462422	Archaea	Candidatus Parvarchaeota
NT09PM08	0.00015	10	192989	Archaea	Nanoarchaeota
NT09PM08	0.000135	9	743725	Archaea	Candidatus Diapherotrites
NT09PM08	0.000135	9	1915410	Archaea	Candidatus Verstraetearchaeota
NT09PM08	0.00006	4	1936271	Archaea	Candidatus Odinarchaeota
NT09PM08	0.00006	4	2546568	Archaea	Candidatus Nezhaarchaeota
NT09PM08	0.000045	3	1935019	Archaea	Candidatus Hydrothermarchaeota
NT09PM08	0.000045	3	1935021	Archaea	Candidatus Geothermarchaeota
NT10PM03	0.140753	7667	28890	Archaea	Euryarchaeota
NT10PM03	0.017918	976	651137	Archaea	Thaumarchaeota
NT10PM03	0.016816	916	928852	Archaea	Candidatus Bathyarchaeota
NT10PM03	0.015384	838	2283796	Archaea	Candidatus Thermoplasmatota
NT10PM03	0.012869	701	28889	Archaea	Crenarchaeota
NT10PM03	0.003929	214	1706441	Archaea	Candidatus Thorarchaeota
NT10PM03	0.003837	209	1655434	Archaea	Candidatus Lokiarchaeota
NT10PM03	0.00279	152	1801616	Archaea	Candidatus Woesearchaeota
NT10PM03	0.001762	96	2582935	Archaea	Candidatus Altiarchaeota
NT10PM03	0.001671	91	1936272	Archaea	Candidatus Heimdallarchaeota
NT10PM03	0.001505	82	1801631	Archaea	Candidatus Micrarchaeota
NT10PM03	0.001267	69	743724	Archaea	Candidatus Aenigmarchaeota
NT10PM03	0.001101	60	51967	Archaea	Candidatus Korarchaeota
NT10PM03	0.000973	53	1915410	Archaea	Candidatus Verstraetearchaeota
NT10PM03	0.000936	51	1978152	Archaea	Candidatus Marsarchaeota
NT10PM03	0.00033	18	743725	Archaea	Candidatus Diapherotrites
NT10PM03	0.000257	14	192989	Archaea	Nanoarchaeota
NT10PM03	0.000165	9	1935021	Archaea	Candidatus Geothermarchaeota
NT10PM03	0.000147	8	1462430	Archaea	Candidatus Nanohaloarchaeota
NT10PM03	0.000129	7	1462422	Archaea	Candidatus Parvarchaeota
NT10PM03	0.000055	3	1936271	Archaea	Candidatus Odinarchaeota
NT10PM03	0.000037	2	2546568	Archaea	Candidatus Nezhaarchaeota
NT10PM03	0.000018	1	1935019	Archaea	Candidatus Hydrothermarchaeota
NT10PM03	0.000018	1	2582950	Archaea	Candidatus Huberarchaea
DT02PM02	43.030025	2763655	1224	Bacteria	Proteobacteria
DT02PM02	18.185289	1167972	201174	Bacteria	Actinobacteria
DT02PM02	9.03639	580373	57723	Bacteria	Acidobacteria
DT02PM02	4.491158	288450	976	Bacteria	Bacteroidetes
DT02PM02	4.434249	284795	74201	Bacteria	Verrucomicrobia
DT02PM02	4.114754	264275	203682	Bacteria	Planctomycetes
DT02PM02	2.740283	175998	200795	Bacteria	Chloroflexi
DT02PM02	1.741501	111850	1239	Bacteria	Firmicutes
DT02PM02	0.825162	52997	1117	Bacteria	Cyanobacteria
DT02PM02	0.719146	46188	142182	Bacteria	Gemmatimonadetes
DT02PM02	0.32876	21115	1752708	Bacteria	Candidatus Rokubacteria
DT02PM02	0.259583	16672	40117	Bacteria	Nitrospirae
DT02PM02	0.190063	12207	67819	Bacteria	Armatimonadetes
DT02PM02	0.166786	10712	1134404	Bacteria	Ignavibacteriae
DT02PM02	0.164434	10561	204428	Bacteria	Chlamydiae
DT02PM02	0.153862	9882	203691	Bacteria	Spirochaetes
DT02PM02	0.137343	8821	1297	Bacteria	Deinococcus-Thermus
DT02PM02	0.122458	7865	95818	Bacteria	Candidatus Saccharibacteria
DT02PM02	0.117989	7578	1855361	Bacteria	Candidatus Kryptonia
DT02PM02	0.115373	7410	74152	Bacteria	Elusimicrobia
DT02PM02	0.087192	5600	67812	Bacteria	Candidatus Omnitrophica
DT02PM02	0.080185	5150	1817801	Bacteria	Candidatus Eisenbacteria
DT02PM02	0.07416	4763	1090	Bacteria	Chlorobi
DT02PM02	0.062186	3994	256845	Bacteria	Lentisphaerae
DT02PM02	0.058247	3741	1752734	Bacteria	Candidatus Kaiserbacteria
DT02PM02	0.045231	2905	1930617	Bacteria	Calditrichaeota
DT02PM02	0.0362	2325	1802339	Bacteria	Candidatus Tectomicrobia
DT02PM02	0.035406	2274	1379697	Bacteria	candidate division Zixibacteria
DT02PM02	0.03427	2201	67817	Bacteria	Candidatus Aminicenantes
DT02PM02	0.032915	2114	1798710	Bacteria	Candidatus Melainabacteria
DT02PM02	0.032697	2100	1752729	Bacteria	Candidatus Nomurabacteria
DT02PM02	0.031591	2029	640293	Bacteria	candidate division NC10
DT02PM02	0.027621	1774	221216	Bacteria	Candidatus Parcubacteria
DT02PM02	0.02745	1763	1817799	Bacteria	Candidatus Doudnabacteria
DT02PM02	0.027201	1747	62680	Bacteria	Candidatus Marinimicrobia
DT02PM02	0.0265	1702	1293497	Bacteria	Nitrospinae
DT02PM02	0.025504	1638	1752723	Bacteria	Candidatus Roizmanbacteria
DT02PM02	0.025395	1631	1936987	Bacteria	Balneolaeota
DT02PM02	0.024289	1560	265317	Bacteria	Candidatus Poribacteria
DT02PM02	0.0239	1535	1752716	Bacteria	Candidatus Dadabacteria
DT02PM02	0.023869	1533	1619053	Bacteria	Candidatus Peregrinibacteria
DT02PM02	0.023168	1488	74015	Bacteria	Candidatus Latescibacteria
DT02PM02	0.020148	1294	200295	Bacteria	Candidatus Sumerlaeota
DT02PM02	0.019447	1249	2052312	Bacteria	Candidatus Dormibacteraeota
DT02PM02	0.019276	1238	1752736	Bacteria	Candidatus Adlerbacteria
DT02PM02	0.017329	1113	142187	Bacteria	Candidatus Hydrogenedentes
DT02PM02	0.016878	1084	508458	Bacteria	Synergistetes
DT02PM02	0.016286	1046	1853220	Bacteria	Rhodothermaeota
DT02PM02	0.016208	1041	200918	Bacteria	Thermotogae
DT02PM02	0.015663	1006	1752719	Bacteria	Candidatus Levybacteria
DT02PM02	0.014667	942	200783	Bacteria	Aquificae
DT02PM02	0.013951	896	1752732	Bacteria	Candidatus Uhrbacteria
DT02PM02	0.013125	843	1752737	Bacteria	Candidatus Moranbacteria
DT02PM02	0.012767	820	65842	Bacteria	Fibrobacteres
DT02PM02	0.012643	812	200940	Bacteria	Thermodesulfobacteria
DT02PM02	0.012612	810	1817806	Bacteria	Candidatus Handelsmanbacteria
DT02PM02	0.012549	806	1752731	Bacteria	Candidatus Magasanikbacteria
DT02PM02	0.012067	775	1817919	Bacteria	Candidatus Taylorbacteria
DT02PM02	0.011257	723	1752720	Bacteria	Candidatus Gottesmanbacteria
DT02PM02	0.011179	718	544448	Bacteria	Tenericutes
DT02PM02	0.010261	659	134625	Bacteria	Kiritimatiellaeota
DT02PM02	0.010214	656	32066	Bacteria	Fusobacteria
DT02PM02	0.009825	631	456828	Bacteria	Candidatus Cloacimonetes
DT02PM02	0.009825	631	1752722	Bacteria	Candidatus Woesebacteria
DT02PM02	0.009249	594	1752718	Bacteria	Candidatus Daviesbacteria
DT02PM02	0.00819	526	1817925	Bacteria	Candidatus Zambryskibacteria
DT02PM02	0.007816	502	1752728	Bacteria	Candidatus Falkowbacteria
DT02PM02	0.007598	488	1752733	Bacteria	Candidatus Yanofskybacteria
DT02PM02	0.007567	486	1703755	Bacteria	candidate division WOR-3
DT02PM02	0.007318	470	200930	Bacteria	Deferribacteres
DT02PM02	0.007022	451	1154676	Bacteria	Candidatus Eremiobacteraeota
DT02PM02	0.006866	441	1052815	Bacteria	Candidatus Aerophobetes
DT02PM02	0.006851	440	67810	Bacteria	Candidatus Bipolaricaulota
DT02PM02	0.006648	427	2093358	Bacteria	Candidatus Abyssubacteria
DT02PM02	0.006041	388	422282	Bacteria	candidate division WWE3
DT02PM02	0.005979	384	1817811	Bacteria	Candidatus Schekmanbacteria
DT02PM02	0.005932	381	2109258	Bacteria	Abditibacteriota
DT02PM02	0.00573	368	1618330	Bacteria	Candidatus Berkelbacteria
DT02PM02	0.005574	358	1662329	Bacteria	Candidatus Kapabacteria
DT02PM02	0.005574	358	1817808	Bacteria	Candidatus Margulisbacteria
DT02PM02	0.005309	341	67818	Bacteria	Atribacterota
DT02PM02	0.004889	314	200938	Bacteria	Chrysiogenetes
DT02PM02	0.004811	309	1752724	Bacteria	Candidatus Pacebacteria
DT02PM02	0.004157	267	1817810	Bacteria	Candidatus Riflebacteria
DT02PM02	0.004001	257	1817907	Bacteria	Candidatus Kerfeldbacteria
DT02PM02	0.003924	252	1817797	Bacteria	Candidatus Coatesbacteria
DT02PM02	0.003892	250	1817807	Bacteria	Candidatus Lindowbacteria
DT02PM02	0.003861	248	1752738	Bacteria	Candidatus Giovannonibacteria
DT02PM02	0.003846	247	67820	Bacteria	Candidatus Microgenomates
DT02PM02	0.003768	242	1817903	Bacteria	Candidatus Buchananbacteria
DT02PM02	0.003752	241	2798537	Bacteria	Candidatus Blackallbacteria
DT02PM02	0.003659	235	1817910	Bacteria	Candidatus Lloydbacteria
DT02PM02	0.003566	229	1817911	Bacteria	Candidatus Nealsonbacteria
DT02PM02	0.003534	227	1817909	Bacteria	Candidatus Liptonbacteria
DT02PM02	0.003519	226	1729712	Bacteria	Candidatus Fermentibacteria
DT02PM02	0.003519	226	1752717	Bacteria	Candidatus Curtissbacteria
DT02PM02	0.003332	214	1817916	Bacteria	Candidatus Staskawiczbacteria
DT02PM02	0.003301	212	1817917	Bacteria	Candidatus Sungbacteria
DT02PM02	0.003223	207	1817905	Bacteria	Candidatus Harrisonbacteria
DT02PM02	0.003207	206	1752735	Bacteria	Candidatus Wolfebacteria
DT02PM02	0.003192	205	1819803	Bacteria	Candidatus Desantisbacteria
DT02PM02	0.002912	187	1817805	Bacteria	Candidatus Glassbacteria
DT02PM02	0.002912	187	1817914	Bacteria	Candidatus Ryanbacteria
DT02PM02	0.002678	172	1817924	Bacteria	Candidatus Yonathbacteria
DT02PM02	0.0026	167	1817913	Bacteria	Candidatus Portnoybacteria
DT02PM02	0.002538	163	1752727	Bacteria	Candidatus Campbellbacteria
DT02PM02	0.002538	163	1752730	Bacteria	Candidatus Amesbacteria
DT02PM02	0.002522	162	1817809	Bacteria	Candidatus Raymondbacteria
DT02PM02	0.002429	156	2498705	Bacteria	Candidatus Cryosericota
DT02PM02	0.002258	145	1817908	Bacteria	Candidatus Komeilibacteria
DT02PM02	0.00218	140	1817802	Bacteria	Candidatus Firestonebacteria
DT02PM02	0.002133	137	1752721	Bacteria	Candidatus Shapirobacteria
DT02PM02	0.002133	137	1817899	Bacteria	Candidatus Woykebacteria
DT02PM02	0.002071	133	363464	Bacteria	Candidatus Gracilibacteria
DT02PM02	0.002024	130	1817922	Bacteria	Candidatus Vogelbacteria
DT02PM02	0.001977	127	1752739	Bacteria	Candidatus Jorgensenbacteria
DT02PM02	0.001977	127	1817812	Bacteria	Candidatus Wallbacteria
DT02PM02	0.0019	122	1752725	Bacteria	Candidatus Collierbacteria
DT02PM02	0.001868	120	67814	Bacteria	Caldiserica
DT02PM02	0.001868	120	1752726	Bacteria	Candidatus Beckwithbacteria
DT02PM02	0.001868	120	1752741	Bacteria	Candidatus Azambacteria
DT02PM02	0.001806	116	1817800	Bacteria	Candidatus Edwardsbacteria
DT02PM02	0.001759	113	1817901	Bacteria	Candidatus Andersenbacteria
DT02PM02	0.001619	104	1817803	Bacteria	Candidatus Fischerbacteria
DT02PM02	0.00151	97	1817923	Bacteria	Candidatus Wildermuthbacteria
DT02PM02	0.001417	91	1130266	Bacteria	Candidatus Hydrothermae
DT02PM02	0.001401	90	2301208	Bacteria	Candidatus Cerribacteria
DT02PM02	0.001401	90	2576005	Bacteria	candidate division LCP-89
DT02PM02	0.001355	87	68297	Bacteria	Dictyoglomi
DT02PM02	0.001246	80	1752740	Bacteria	Candidatus Kuenenbacteria
DT02PM02	0.001137	73	2013583	Bacteria	Candidatus Goldbacteria
DT02PM02	0.001121	72	2093364	Bacteria	Candidatus Aureabacteria
DT02PM02	0.001105	71	1817900	Bacteria	Candidatus Chisholmbacteria
DT02PM02	0.001105	71	1817920	Bacteria	Candidatus Terrybacteria
DT02PM02	0.001059	68	1817904	Bacteria	Candidatus Colwellbacteria
DT02PM02	0.001043	67	1817912	Bacteria	Candidatus Niyogibacteria
DT02PM02	0.000919	59	1817804	Bacteria	Candidatus Fraserbacteria
DT02PM02	0.000778	50	221235	Bacteria	Candidatus Absconditabacteria
DT02PM02	0.000778	50	1618339	Bacteria	candidate division CPR2
DT02PM02	0.000732	47	1817898	Bacteria	Candidatus Blackburnbacteria
DT02PM02	0.000716	46	1817798	Bacteria	Candidatus Delongbacteria
DT02PM02	0.000716	46	2767197	Bacteria	Candidatus Muirbacteria
DT02PM02	0.000685	44	1618338	Bacteria	candidate division CPR1
DT02PM02	0.000592	38	1817915	Bacteria	Candidatus Spechtbacteria
DT02PM02	0.000529	34	1704031	Bacteria	candidate division KD3-62
DT02PM02	0.000498	32	1817796	Bacteria	Candidatus Abawacabacteria
DT02PM02	0.000498	32	1817918	Bacteria	Candidatus Tagabacteria
DT02PM02	0.000467	30	1817926	Bacteria	Candidatus Wirthbacteria
DT02PM02	0.000467	30	2798536	Bacteria	Candidatus Gribaldobacteria
DT02PM02	0.000436	28	2138240	Bacteria	Coprothermobacterota
DT02PM02	0.000358	23	1618340	Bacteria	candidate division CPR3
DT02PM02	0.000265	17	2703810	Bacteria	Candidatus Mcinerneyibacteriota
DT02PM02	0.00014	9	1817921	Bacteria	Candidatus Veblenbacteria
DT02PM02	0.000125	8	1817906	Bacteria	Candidatus Jacksonbacteria
DT02PM02	0.000109	7	1817902	Bacteria	Candidatus Brennerbacteria
DT02PM03	40.634243	2928150	1224	Bacteria	Proteobacteria
DT02PM03	23.874212	1720403	201174	Bacteria	Actinobacteria
DT02PM03	7.435408	535804	57723	Bacteria	Acidobacteria
DT02PM03	4.202653	302848	976	Bacteria	Bacteroidetes
DT02PM03	3.901631	281156	203682	Bacteria	Planctomycetes
DT02PM03	3.124486	225154	74201	Bacteria	Verrucomicrobia
DT02PM03	3.003505	216436	200795	Bacteria	Chloroflexi
DT02PM03	1.807326	130238	1239	Bacteria	Firmicutes
DT02PM03	0.715531	51562	1117	Bacteria	Cyanobacteria
DT02PM03	0.676301	48735	142182	Bacteria	Gemmatimonadetes
DT02PM03	0.252744	18213	1752708	Bacteria	Candidatus Rokubacteria
DT02PM03	0.2091	15068	95818	Bacteria	Candidatus Saccharibacteria
DT02PM03	0.193697	13958	204428	Bacteria	Chlamydiae
DT02PM03	0.187188	13489	40117	Bacteria	Nitrospirae
DT02PM03	0.151399	10910	67819	Bacteria	Armatimonadetes
DT02PM03	0.142698	10283	1297	Bacteria	Deinococcus-Thermus
DT02PM03	0.134483	9691	203691	Bacteria	Spirochaetes
DT02PM03	0.076685	5526	1134404	Bacteria	Ignavibacteriae
DT02PM03	0.073424	5291	74152	Bacteria	Elusimicrobia
DT02PM03	0.054287	3912	1752719	Bacteria	Candidatus Levybacteria
DT02PM03	0.048278	3479	67812	Bacteria	Candidatus Omnitrophica
DT02PM03	0.047335	3411	1855361	Bacteria	Candidatus Kryptonia
DT02PM03	0.046877	3378	1817801	Bacteria	Candidatus Eisenbacteria
DT02PM03	0.046391	3343	256845	Bacteria	Lentisphaerae
DT02PM03	0.046225	3331	1090	Bacteria	Chlorobi
DT02PM03	0.040424	2913	1619053	Bacteria	Candidatus Peregrinibacteria
DT02PM03	0.034054	2454	1930617	Bacteria	Calditrichaeota
DT02PM03	0.031903	2299	1752734	Bacteria	Candidatus Kaiserbacteria
DT02PM03	0.03164	2280	1802339	Bacteria	Candidatus Tectomicrobia
DT02PM03	0.031446	2266	1752724	Bacteria	Candidatus Pacebacteria
DT02PM03	0.031015	2235	1817799	Bacteria	Candidatus Doudnabacteria
DT02PM03	0.028073	2023	1379697	Bacteria	candidate division Zixibacteria
DT02PM03	0.027948	2014	67817	Bacteria	Candidatus Aminicenantes
DT02PM03	0.025936	1869	221216	Bacteria	Candidatus Parcubacteria
DT02PM03	0.024937	1797	1752723	Bacteria	Candidatus Roizmanbacteria
DT02PM03	0.024798	1787	2052312	Bacteria	Candidatus Dormibacteraeota
DT02PM03	0.023397	1686	62680	Bacteria	Candidatus Marinimicrobia
DT02PM03	0.022092	1592	1936987	Bacteria	Balneolaeota
DT02PM03	0.021954	1582	265317	Bacteria	Candidatus Poribacteria
DT02PM03	0.021163	1525	1798710	Bacteria	Candidatus Melainabacteria
DT02PM03	0.020413	1471	640293	Bacteria	candidate division NC10
DT02PM03	0.020358	1467	1293497	Bacteria	Nitrospinae
DT02PM03	0.019012	1370	74015	Bacteria	Candidatus Latescibacteria
DT02PM03	0.018887	1361	1752729	Bacteria	Candidatus Nomurabacteria
DT02PM03	0.017333	1249	1752720	Bacteria	Candidatus Gottesmanbacteria
DT02PM03	0.015848	1142	1752716	Bacteria	Candidatus Dadabacteria
DT02PM03	0.015723	1133	508458	Bacteria	Synergistetes
DT02PM03	0.015598	1124	1752733	Bacteria	Candidatus Yanofskybacteria
DT02PM03	0.015376	1108	1752722	Bacteria	Candidatus Woesebacteria
DT02PM03	0.015015	1082	65842	Bacteria	Fibrobacteres
DT02PM03	0.015001	1081	1853220	Bacteria	Rhodothermaeota
DT02PM03	0.014765	1064	200918	Bacteria	Thermotogae
DT02PM03	0.01403	1011	1752718	Bacteria	Candidatus Daviesbacteria
DT02PM03	0.013031	939	200295	Bacteria	Candidatus Sumerlaeota
DT02PM03	0.012711	916	142187	Bacteria	Candidatus Hydrogenedentes
DT02PM03	0.012628	910	1752736	Bacteria	Candidatus Adlerbacteria
DT02PM03	0.01217	877	1752737	Bacteria	Candidatus Moranbacteria
DT02PM03	0.011976	863	200783	Bacteria	Aquificae
DT02PM03	0.01192	859	544448	Bacteria	Tenericutes
DT02PM03	0.010991	792	1752732	Bacteria	Candidatus Uhrbacteria
DT02PM03	0.010116	729	1752731	Bacteria	Candidatus Magasanikbacteria
DT02PM03	0.010019	722	1817806	Bacteria	Candidatus Handelsmanbacteria
DT02PM03	0.009658	696	200940	Bacteria	Thermodesulfobacteria
DT02PM03	0.009478	683	67820	Bacteria	Candidatus Microgenomates
DT02PM03	0.009242	666	32066	Bacteria	Fusobacteria
DT02PM03	0.008174	589	456828	Bacteria	Candidatus Cloacimonetes
DT02PM03	0.007757	559	134625	Bacteria	Kiritimatiellaeota
DT02PM03	0.007674	553	1817919	Bacteria	Candidatus Taylorbacteria
DT02PM03	0.007508	541	422282	Bacteria	candidate division WWE3
DT02PM03	0.00673	485	1052815	Bacteria	Candidatus Aerophobetes
DT02PM03	0.006689	482	1752728	Bacteria	Candidatus Falkowbacteria
DT02PM03	0.006383	460	1154676	Bacteria	Candidatus Eremiobacteraeota
DT02PM03	0.006286	453	1817925	Bacteria	Candidatus Zambryskibacteria
DT02PM03	0.006175	445	1618330	Bacteria	Candidatus Berkelbacteria
DT02PM03	0.006134	442	67810	Bacteria	Candidatus Bipolaricaulota
DT02PM03	0.00569	410	1703755	Bacteria	candidate division WOR-3
DT02PM03	0.005565	401	200930	Bacteria	Deferribacteres
DT02PM03	0.005523	398	2109258	Bacteria	Abditibacteriota
DT02PM03	0.005024	362	1752717	Bacteria	Candidatus Curtissbacteria
DT02PM03	0.004954	357	1752730	Bacteria	Candidatus Amesbacteria
DT02PM03	0.00476	343	2093358	Bacteria	Candidatus Abyssubacteria
DT02PM03	0.004427	319	1817808	Bacteria	Candidatus Margulisbacteria
DT02PM03	0.004274	308	67818	Bacteria	Atribacterota
DT02PM03	0.004233	305	1662329	Bacteria	Candidatus Kapabacteria
DT02PM03	0.004205	303	200938	Bacteria	Chrysiogenetes
DT02PM03	0.003705	267	1752721	Bacteria	Candidatus Shapirobacteria
DT02PM03	0.003511	253	1817910	Bacteria	Candidatus Lloydbacteria
DT02PM03	0.003483	251	1817811	Bacteria	Candidatus Schekmanbacteria
DT02PM03	0.003358	242	1752738	Bacteria	Candidatus Giovannonibacteria
DT02PM03	0.003358	242	1817901	Bacteria	Candidatus Andersenbacteria
DT02PM03	0.00315	227	1817797	Bacteria	Candidatus Coatesbacteria
DT02PM03	0.003136	226	1817916	Bacteria	Candidatus Staskawiczbacteria
DT02PM03	0.003095	223	2301208	Bacteria	Candidatus Cerribacteria
DT02PM03	0.003039	219	1817903	Bacteria	Candidatus Buchananbacteria
DT02PM03	0.002997	216	1817911	Bacteria	Candidatus Nealsonbacteria
